"catfish_weight","waterquality"
23.673441465463,0.300863528857008
23.2338435028951,0.520944780670106
21.6924933718614,0.187198262661695
23.0874958449035,0.378359923139215
24.607341167254,0.38143163593486
22.2357903481458,0.524592093192041
18.8544788886531,0.320416060043499
19.8614029046078,0.82816656306386
23.2448928678132,0.190643929876387
19.2621869015381,0.210213063517585
23.0200391718713,0.82155953720212
20.7236271882893,0.517922271508723
21.5373693345844,0.3159294212237
24.0705588842072,0.964392925379798
26.3722074133188,0.824378716526553
20.8217251501911,0.215170184383169
20.9868372825152,0.0147428524214774
23.5996754698295,0.626107379095629
23.1766185157566,0.319480662234128
22.3516436744906,0.563143586041406
23.3860463609591,0.990094464970753
31.3933510279651,0.82155290292576
27.4461714934336,0.976467047352344
17.9241790643165,0.176753067644313
21.7503666385339,0.102137204259634
24.1637510757859,0.877811854006723
23.8904935762666,0.778410415630788
20.5854991364514,0.386976630426943
21.198225415952,0.3963995995
21.0738831992768,0.451338552171364
21.0698599323083,0.852968710009009
24.6879786890665,0.738516504643485
25.0051139323598,0.629617028171197
20.585375701751,0.202606691746041
20.1709076570178,0.134735663188621
21.0124906149805,0.450242325430736
21.0978365863854,0.318497022846714
25.6891400662362,0.736380588961765
18.8092784987683,0.298879130510613
24.6156370410413,0.847369002411142
23.5138085793088,0.568058273289353
24.6161506001834,0.973782863467932
24.6762329712985,0.703739580698311
19.8614238286601,0.18574447138235
25.2054518938699,0.736053661908954
24.8885616589669,0.687143542338163
24.9981717322345,0.809740157565102
23.7010914551231,0.718100291443989
23.5014356938968,0.991890547098592
19.7003595792583,0.0760110144037753
21.1861775483096,0.241519628325477
23.8426030155531,0.913908705115318
23.2484054777456,0.70589229138568
22.6559450932539,0.0784753267653286
24.3103989935672,0.921079692896456
21.9607444050314,0.837291581789032
28.1911002606669,0.790452169952914
27.9208949463531,0.942857985151932
18.8212734942795,0.00405084574595094
24.1273538753845,0.318377426126972
21.5407936999286,0.33100247127004
21.8153377946581,0.325442774919793
19.1297809643973,0.346677675843239
20.9294627979608,0.580000286921859
21.2692744945786,0.718127436004579
23.9127584455379,0.908736254321411
26.406127838411,0.723810444120318
22.9646609541379,0.225242101587355
23.0171293376047,0.955303370486945
21.843779958483,0.412397421896458
21.6349042648498,0.805919047212228
20.4394022378283,0.939905294915661
18.3143234644188,0.0619341060519218
26.7726599000025,0.529378306120634
23.0353068489235,0.562206934671849
21.135748849525,0.529541119234636
22.4192200910508,0.852894959738478
20.8499607451897,0.0680673907045275
21.5774679869273,0.21200732793659
21.6765838168976,0.377238060580567
25.2363573644374,0.757406712742522
21.996445767204,0.0428528797347099
19.2371633608684,0.196130929514766
24.8657200101038,0.819363345392048
19.4750880163083,0.221723755123094
19.3528415693358,0.38021980645135
20.2654901195372,0.0605062872637063
25.0773585036626,0.410808726912364
18.9983820496263,0.126250722212717
22.8497751338492,0.99759726296179
21.8349214030115,0.00623571500182152
24.0711907766535,0.870714569464326
26.0147770098636,0.95990975596942
25.2476182733568,0.789494241354987
20.8129420382966,0.560170853044838
25.770014137409,0.746485041454434
23.2899179884381,0.879410641267896
23.2779556212229,0.539881214266643
27.5792187855552,0.964121709577739
22.5685181926439,0.789195048157126
