"catfish_weight","waterquality"
21.5768544039496,0.300863528857008
22.4379244094681,0.520944780670106
20.8192435586875,0.187198262661695
21.6888228319505,0.378359923139215
21.8852721392718,0.38143163593486
22.6097712695069,0.524592093192041
21.732895321839,0.320416060043499
24.3340426607593,0.82816656306386
21.0408805282896,0.190643929876387
20.8747196119763,0.210213063517585
24.05891675447,0.82155953720212
22.3345816442389,0.517922271508723
21.5061624117088,0.3159294212237
24.6082392792924,0.964392925379798
24.2908838967674,0.824378716526553
21.0816904259866,0.215170184383169
20.0926076471746,0.0147428524214774
23.0924325254859,0.626107379095629
21.2289086180196,0.319480662234128
23.0621160324878,0.563143586041406
25.0854216851794,0.990094464970753
23.9162335267838,0.82155290292576
25.0020393535288,0.976467047352344
20.8759818510969,0.176753067644313
20.6584514071258,0.102137204259634
24.3942522521716,0.877811854006723
23.8154073197184,0.778410415630788
22.1520686864737,0.386976630426943
22.0381278803305,0.3963995995
22.2649375792716,0.451338552171364
24.4383715882864,0.852968710009009
23.8031047280999,0.738516504643485
23.1821190737298,0.629617028171197
20.9891546464435,0.202606691746041
20.4907419355947,0.134735663188621
22.4432440767161,0.450242325430736
21.609556141763,0.318497022846714
23.7485844958799,0.736380588961765
21.5159958571886,0.298879130510613
24.0776706959416,0.847369002411142
22.5450755887693,0.568058273289353
24.843332923071,0.973782863467932
23.6342665203217,0.703739580698311
21.1777172678858,0.18574447138235
23.5566378944111,0.736053661908954
23.3508892919502,0.687143542338163
24.0376196810506,0.809740157565102
23.7409499578833,0.718100291443989
24.9110476113598,0.991890547098592
20.5050669721518,0.0760110144037753
21.1057301052694,0.241519628325477
24.5980659173325,0.913908705115318
23.9808919167161,0.70589229138568
20.36535475361,0.0784753267653286
24.6304268218973,0.921079692896456
24.4564933200549,0.837291581789032
23.3311222630482,0.790452169952914
24.5474890597633,0.942857985151932
19.7044787232154,0.00405084574595094
21.6461372923033,0.318377426126972
21.7414910404985,0.33100247127004
21.6763328316912,0.325442774919793
21.4893248916108,0.346677675843239
22.6693831272146,0.580000286921859
23.4167039499287,0.718127436004579
24.948681704112,0.908736254321411
23.3684842054842,0.723810444120318
21.0176046667513,0.225242101587355
25.1721817854416,0.955303370486945
22.2203909245606,0.412397421896458
24.1335567986132,0.805919047212228
24.4583308382846,0.939905294915661
20.2766565605751,0.0619341060519218
22.8654277658068,0.529378306120634
22.83397529972,0.562206934671849
22.7418300092215,0.529541119234636
24.2137106527936,0.852894959738478
20.1390781964641,0.0680673907045275
21.1474355496448,0.21200732793659
21.9470716996159,0.377238060580567
23.9049794722375,0.757406712742522
19.8719433341417,0.0428528797347099
20.8185042044072,0.196130929514766
24.1410501362096,0.819363345392048
21.1998456544004,0.221723755123094
22.3741366332241,0.38021980645135
20.6679289494174,0.0605062872637063
22.2680369643675,0.410808726912364
20.5348816540132,0.126250722212717
24.9302538470752,0.99759726296179
20.4030173898026,0.00623571500182152
24.2521833835521,0.870714569464326
24.171970059493,0.95990975596942
23.5639225355521,0.789494241354987
22.4095453671324,0.560170853044838
23.4790187779328,0.746485041454434
24.4866397143537,0.879410641267896
22.9429799750301,0.539881214266643
25.06769076374,0.964121709577739
23.8831866364819,0.789195048157126
